Gaspar_code,Genus_and_species,FB_Spec_Code,Family,Genus,Species,Size-FishBase,Size_type,IUCN_status,Piscivores,DIET SPECIALIZATION (CORALS),HABITAT SPECIALIZATION (CORALS)
6612,Genicanthus lamarck,6612,Pomacanthidae,Genicanthus,lamarck,25,TL,,0,NS,0
8710,Genicanthus melanospilos,8710,Pomacanthidae,Genicanthus,melanospilos,18,TL,,0,NS,0
7847,Genicanthus personatus,7847,Pomacanthidae,Genicanthus,personatus,21,TL,,0,NS,0
10896,Genicanthus semicinctus,10896,Pomacanthidae,Genicanthus,semicinctus,20,TL,,0,NS,0
11153,Genicanthus semifasciatus,11153,Pomacanthidae,Genicanthus,semifasciatus,21,TL,,0,NS,0
11158,Genicanthus spinus,11158,Pomacanthidae,Genicanthus,spinus,35,TL,,0,NS,0
60079,Genicanthus takeuchii,60079,Pomacanthidae,Genicanthus,takeuchii,25,SL,,0,NS,0
8711,Genicanthus watanabei,8711,Pomacanthidae,Genicanthus,watanabei,15,TL,,0,NS,0
11163,Holacanthus africanus,11163,Pomacanthidae,Holacanthus,africanus,45,TL,,0,NS,0
3608,Holacanthus bermudensis,3608,Pomacanthidae,Holacanthus,bermudensis,45,TL,,0,NS,0
3609,Holacanthus ciliaris,3609,Pomacanthidae,Holacanthus,ciliaris,45,TL,,0,NS,0
11172,Holacanthus clarionensis,11172,Pomacanthidae,Holacanthus,clarionensis,20,TL,VU,0,NS,0
11177,Holacanthus limbaughi,11177,Pomacanthidae,Holacanthus,limbaughi,25,TL,NT,0,NS,0
8294,Holacanthus passer,8294,Pomacanthidae,Holacanthus,passer,35,TL,,0,NS,0
3610,Holacanthus tricolor,3610,Pomacanthidae,Holacanthus,tricolor,35,TL,,0,NS,0
6504,Pomacanthus imperator,6504,Pomacanthidae,Pomacanthus,imperator,40,SL,,0,NS,0
1118,Pomacanthus paru,1118,Pomacanthidae,Pomacanthus,paru,41,TL,,0,NS,0
25430,Pomacanthus rhomboides,25430,Pomacanthidae,Pomacanthus,rhomboides,46,TL,,0,NS,0
8328,Pomacanthus zonipectus,8328,Pomacanthidae,Pomacanthus,zonipectus,46,TL,,0,NS,0
6652,Abudefduf abdominalis,6652,Pomacentridae,Abudefduf,abdominalis,30,TL,,0,NS,0
6517,Abudefduf bengalensis,6517,Pomacentridae,Abudefduf,bengalensis,17,TL,,0,NS,0
11793,Abudefduf concolor,11793,Pomacentridae,Abudefduf,concolor,19,TL,,0,NS,0
55476,Abudefduf conformis,55476,Pomacentridae,Abudefduf,conformis,13.1,SL,,0,NS,0
55868,Abudefduf declivifrons,55868,Pomacentridae,Abudefduf,declivifrons,18,SL,,0,NS,0
11811,Abudefduf hoefleri,11811,Pomacentridae,Abudefduf,hoefleri,20,TL,,0,NS,0
5685,Abudefduf lorenzi,5685,Pomacentridae,Abudefduf,lorenzi,18,TL,,0,NS,0
11820,Abudefduf luridus,11820,Pomacentridae,Abudefduf,luridus,15,TL,,0,NS,0
11823,Abudefduf margariteus,11823,Pomacentridae,Abudefduf,margariteus,16,SL,,0,NS,0
11825,Abudefduf natalensis,11825,Pomacentridae,Abudefduf,natalensis,17,TL,,0,NS,0
5686,Abudefduf notatus,5686,Pomacentridae,Abudefduf,notatus,17,TL,,0,NS,0
1119,Abudefduf saxatilis,1119,Pomacentridae,Abudefduf,saxatilis,22,TL,,0,NS,0
5687,Abudefduf septemfasciatus,5687,Pomacentridae,Abudefduf,septemfasciatus,23,TL,,0,NS,0
5688,Abudefduf sexfasciatus,5688,Pomacentridae,Abudefduf,sexfasciatus,16,TL,,0,NS,0
5689,Abudefduf sordidus,5689,Pomacentridae,Abudefduf,sordidus,23,TL,,0,NS,0
8018,Abudefduf sparoides,8018,Pomacentridae,Abudefduf,sparoides,16,TL,,0,NS,0
1120,Abudefduf taurus,1120,Pomacentridae,Abudefduf,taurus,25,TL,,0,NS,0
8245,Abudefduf troschelii,8245,Pomacentridae,Abudefduf,troschelii,20,TL,,0,NS,0
6630,Abudefduf vaigiensis,6630,Pomacentridae,Abudefduf,vaigiensis,20,TL,,0,NS,0
9626,Abudefduf whitleyi,9626,Pomacentridae,Abudefduf,whitleyi,14,SL,,0,NS,0
11832,Altrichthys azurelineatus,11832,Pomacentridae,Altrichthys,azurelineatus,6.5,SL,,0,NS,0
59851,Altrichthys curatus,59851,Pomacentridae,Altrichthys,curatus,6,,,0,NS,0
61068,Amblyglyphidodon indicus,61068,Pomacentridae,Amblyglyphidodon,indicus,8,SL,,0,NS,0
5691,Amblyglyphidodon leucogaster,5691,Pomacentridae,Amblyglyphidodon,leucogaster,13,TL,,0,NS,0
61069,Amblyglyphidodon melanopterus,61069,Pomacentridae,Amblyglyphidodon,melanopterus,10.1,SL,,0,NS,0
61113,Amblyglyphidodon orbicularis,61113,Pomacentridae,Amblyglyphidodon,orbicularis,8,SL,,0,NS,0
M-9716-G,Amblyglyphidodon silolona,,Pomacentridae,Amblyglyphidodon,silolona,,,,0,NS,0
9721,Amblypomacentrus breviceps,9721,Pomacentridae,Amblypomacentrus,breviceps,8.5,TL,,0,NS,0
8017,Amphiprion akallopisos,8017,Pomacentridae,Amphiprion,akallopisos,11,SL,,0,NS,0
11959,Amphiprion akindynos,11959,Pomacentridae,Amphiprion,akindynos,9,SL,,0,NS,0
11836,Amphiprion allardi,11836,Pomacentridae,Amphiprion,allardi,15,TL,,0,NS,0
64181,Amphiprion barberi,64181,Pomacentridae,Amphiprion,barberi,8.58,SL,,0,NS,0
11837,Amphiprion bicinctus,11837,Pomacentridae,Amphiprion,bicinctus,14,TL,,0,NS,0
11838,Amphiprion chagosensis,11838,Pomacentridae,Amphiprion,chagosensis,11,TL,,0,NS,0
11839,Amphiprion chrysogaster,11839,Pomacentridae,Amphiprion,chrysogaster,15,TL,,0,NS,0
4551,Amphiprion chrysopterus,4551,Pomacentridae,Amphiprion,chrysopterus,17,TL,,0,NS,0
5448,Amphiprion clarkii,5448,Pomacentridae,Amphiprion,clarkii,15,SL,,0,NS,0
11840,Amphiprion ephippium,11840,Pomacentridae,Amphiprion,ephippium,14,TL,,0,NS,0
6522,Amphiprion frenatus,6522,Pomacentridae,Amphiprion,frenatus,14,TL,,0,NS,0
11842,Amphiprion fuscocaudatus,11842,Pomacentridae,Amphiprion,fuscocaudatus,14,TL,,0,NS,0
9206,Amphiprion latezonatus,9206,Pomacentridae,Amphiprion,latezonatus,14,TL,,0,NS,0
11844,Amphiprion latifasciatus,11844,Pomacentridae,Amphiprion,latifasciatus,13,TL,,0,NS,0
9207,Amphiprion leucokranos,9207,Pomacentridae,Amphiprion,leucokranos,9,TL,,0,NS,0
9208,Amphiprion mccullochi,9208,Pomacentridae,Amphiprion,mccullochi,12,TL,,0,NS,0
M-5120a-G,Amphiprion mccullohi,,Pomacentridae,Amphiprion,mccullohi,12,,,0,NS,0
4654,Amphiprion melanopus,4654,Pomacentridae,Amphiprion,melanopus,12,TL,,0,NS,0
7809,Amphiprion nigripes,7809,Pomacentridae,Amphiprion,nigripes,11,TL,,0,NS,0
6509,Amphiprion ocellaris,6509,Pomacentridae,Amphiprion,ocellaris,11,TL,,0,NS,0
11856,Amphiprion omanensis,11856,Pomacentridae,Amphiprion,omanensis,14,TL,,0,NS,0
M-5120b-G,Amphiprion pacificus,,Pomacentridae,Amphiprion,pacificus,4.83,,,0,NS,0
9209,Amphiprion percula,9209,Pomacentridae,Amphiprion,percula,11,TL,,0,NS,0
2024,Amphiprion perideraion,2024,Pomacentridae,Amphiprion,perideraion,10,TL,,0,NS,0
8086,Amphiprion polymnus,8086,Pomacentridae,Amphiprion,polymnus,13,TL,,0,NS,0
9212,Amphiprion rubrocinctus,9212,Pomacentridae,Amphiprion,rubrocinctus,12,TL,,0,NS,0
6523,Amphiprion sandaracinos,6523,Pomacentridae,Amphiprion,sandaracinos,14,TL,,0,NS,0
11846,Amphiprion sebae,11846,Pomacentridae,Amphiprion,sebae,16,TL,,0,NS,0
11847,Amphiprion thiellei,11847,Pomacentridae,Amphiprion,thiellei,9,TL,,0,NS,0
4655,Amphiprion tricinctus,4655,Pomacentridae,Amphiprion,tricinctus,12,TL,,0,NS,0
11848,Azurina eupalama,11848,Pomacentridae,Azurina,eupalama,15,SL,,0,NS,0
11849,Azurina hirundo,11849,Pomacentridae,Azurina,hirundo,14,SL,,0,NS,0
58941,Chromis abrupta,58941,Pomacentridae,Chromis,abrupta,5.36,SL,,0,NS,0
M-2049-G,Chromis albicaudus,,Pomacentridae,Chromis,albicaudus,,,,0,NS,0
11851,Chromis albomaculata,11851,Pomacentridae,Chromis,albomaculata,15,SL,,0,NS,0
11853,Chromis alta,11853,Pomacentridae,Chromis,alta,13,SL,,0,NS,0
6551,Chromis analis,6551,Pomacentridae,Chromis,analis,17,TL,,0,NS,0
64762,Chromis athena,64762,Pomacentridae,Chromis,athena,5.43,SL,,0,NS,0
11854,Chromis axillaris,11854,Pomacentridae,Chromis,axillaris,10,SL,,0,NS,0
26704,Chromis bami,26704,Pomacentridae,Chromis,bami,5.85,SL,,0,NS,0
63553,Chromis brevirostris,63553,Pomacentridae,Chromis,brevirostris,6.85,SL,,0,NS,0
11857,Chromis cadenati,11857,Pomacentridae,Chromis,cadenati,16.5,SL,,0,NS,0
5672,Chromis caudalis,5672,Pomacentridae,Chromis,caudalis,7.5,SL,,0,NS,0
1706,Chromis chromis,1706,Pomacentridae,Chromis,chromis,25,TL,,0,NS,0
11859,Chromis crusma,11859,Pomacentridae,Chromis,crusma,14,SL,,0,NS,0
11860,Chromis dasygenys,11860,Pomacentridae,Chromis,dasygenys,12,TL,,0,NS,0
56865,Chromis dispilus,56865,Pomacentridae,Chromis,dispilus,21,TL,,0,NS,0
3643,Chromis enchrysura,3643,Pomacentridae,Chromis,enchrysura,10,TL,,0,NS,0
58943,Chromis fatuhivae,58943,Pomacentridae,Chromis,fatuhivae,,,,0,NS,0
58948,Chromis flavapicis,58948,Pomacentridae,Chromis,flavapicis,10.1,SL,,0,NS,0
11862,Chromis flavicauda,11862,Pomacentridae,Chromis,flavicauda,7,SL,,0,NS,0
11863,Chromis flavipectoralis,11863,Pomacentridae,Chromis,flavipectoralis,8,TL,,0,NS,0
12418,Chromis flavomaculata,12418,Pomacentridae,Chromis,flavomaculata,16,TL,,0,NS,0
IRD-2049-G,Chromis fourmanoiri,,Pomacentridae,Chromis,fourmanoiri,,,,0,NS,0
10842,Chromis fumea,10842,Pomacentridae,Chromis,fumea,10,SL,,0,NS,0
9218,Chromis hypsilepis,9218,Pomacentridae,Chromis,hypsilepis,16,SL,,0,NS,0
3644,Chromis insolata,3644,Pomacentridae,Chromis,insolata,16,TL,,0,NS,0
11865,Chromis intercrusma,11865,Pomacentridae,Chromis,intercrusma,29,TL,,0,NS,0
50101,Chromis jubauna,50101,Pomacentridae,Chromis,jubauna,7,SL,,0,NS,0
11866,Chromis klunzingeri,11866,Pomacentridae,Chromis,klunzingeri,6.5,SL,,0,NS,0
6599,Chromis leucura,6599,Pomacentridae,Chromis,leucura,7,TL,,0,NS,0
11868,Chromis limbata,11868,Pomacentridae,Chromis,limbata,12,SL,,0,NS,0
11869,Chromis limbaughi,11869,Pomacentridae,Chromis,limbaughi,10,SL,,0,NS,0
12419,Chromis lubbocki,12419,Pomacentridae,Chromis,lubbocki,12.5,SL,,0,NS,0
12422,Chromis mirationis,12422,Pomacentridae,Chromis,mirationis,11,SL,,0,NS,0
64210,Chromis monochroma,64210,Pomacentridae,Chromis,monochroma,5.13,SL,,0,NS,0
12423,Chromis nigroanalis,12423,Pomacentridae,Chromis,nigroanalis,12,TL,,0,NS,0
12425,Chromis notata,12425,Pomacentridae,Chromis,notata,17,TL,,0,NS,0
63941,Chromis onumai,63941,Pomacentridae,Chromis,onumai,12.58,SL,,0,NS,0
12427,Chromis opercularis,12427,Pomacentridae,Chromis,opercularis,16,TL,,0,NS,0
7818,Chromis ovalis,7818,Pomacentridae,Chromis,ovalis,15,SL,,0,NS,0
6927,Chromis ovatiformis,6927,Pomacentridae,Chromis,ovatiformis,10,TL,,0,NS,0
26693,Chromis pamae,26693,Pomacentridae,Chromis,pamae,10.38,SL,,0,NS,0
12428,Chromis pelloura,12428,Pomacentridae,Chromis,pelloura,14,TL,,0,NS,0
12429,Chromis pembae,12429,Pomacentridae,Chromis,pembae,13,TL,,0,NS,0
62017,Chromis planesi,62017,Pomacentridae,Chromis,planesi,10.18,SL,,0,NS,0
64212,Chromis pura,64212,Pomacentridae,Chromis,pura,7.63,SL,,0,NS,0
9226,Chromis randalli,9226,Pomacentridae,Chromis,randalli,13,SL,,0,NS,0
12430,Chromis sanctaehelenae,12430,Pomacentridae,Chromis,sanctaehelenae,13,SL,,0,NS,0
12431,Chromis scotochiloptera,12431,Pomacentridae,Chromis,scotochiloptera,16,TL,,0,NS,0
3647,Chromis scotti,3647,Pomacentridae,Chromis,scotti,10,TL,,0,NS,0
9227,Chromis struhsakeri,9227,Pomacentridae,Chromis,struhsakeri,13,SL,,0,NS,0
12432,Chromis trialpha,12432,Pomacentridae,Chromis,trialpha,6,TL,,0,NS,0
7819,Chromis verater,7819,Pomacentridae,Chromis,verater,16,SL,,0,NS,0
12434,Chromis woodsi,12434,Pomacentridae,Chromis,woodsi,9.5,TL,,0,NS,0
61071,Chrysiptera albata,61071,Pomacentridae,Chrysiptera,albata,2.78,SL,,0,NS,0
12438,Chrysiptera annulata,12438,Pomacentridae,Chrysiptera,annulata,8,TL,,0,NS,0
M-1450a-G,Chrysiptera arnazae,,Pomacentridae,Chrysiptera,arnazae,3.9,,,0,NS,0
5693,Chrysiptera biocellata,5693,Pomacentridae,Chrysiptera,biocellata,12.5,TL,,0,NS,0
12521,Chrysiptera bleekeri,12521,Pomacentridae,Chrysiptera,bleekeri,8,TL,,0,NS,0
5697,Chrysiptera brownriggii,5697,Pomacentridae,Chrysiptera,brownriggii,8,TL,,0,NS,0
5694,Chrysiptera caeruleolineata,5694,Pomacentridae,Chrysiptera,caeruleolineata,6,TL,,0,NS,0
5695,Chrysiptera cyanea,5695,Pomacentridae,Chrysiptera,cyanea,8.5,TL,,0,NS,0
M-1450b-G,Chrysiptera flavifrons,,Pomacentridae,Chrysiptera,flavifrons,,,,0,NS,0
11966,Chrysiptera flavipinnis,11966,Pomacentridae,Chrysiptera,flavipinnis,8,TL,,0,NS,0
12439,Chrysiptera galba,12439,Pomacentridae,Chrysiptera,galba,7,SL,,0,NS,0
5696,Chrysiptera glauca,5696,Pomacentridae,Chrysiptera,glauca,10,TL,,0,NS,0
61078,Chrysiptera kuiteri,61078,Pomacentridae,Chrysiptera,kuiteri,7.5,TL,,0,NS,0
M-1450-G,Chrysiptera nahackyi,,Pomacentridae,Chrysiptera,nahackyi,,,,0,NS,0
11968,Chrysiptera niger,11968,Pomacentridae,Chrysiptera,niger,7,TL,,0,NS,0
12447,Chrysiptera notialis,12447,Pomacentridae,Chrysiptera,notialis,9,TL,,0,NS,0
61072,Chrysiptera pricei,61072,Pomacentridae,Chrysiptera,pricei,,,,0,NS,0
11969,Chrysiptera rapanui,11969,Pomacentridae,Chrysiptera,rapanui,5.5,SL,,0,NS,0
5699,Chrysiptera rex,5699,Pomacentridae,Chrysiptera,rex,7,TL,,0,NS,0
5486,Chrysiptera rollandi,5486,Pomacentridae,Chrysiptera,rollandi,7.5,TL,,0,NS,0
27004,Chrysiptera sheila,27004,Pomacentridae,Chrysiptera,sheila,10.3,TL,,0,NS,0
12449,Chrysiptera sinclairi,12449,Pomacentridae,Chrysiptera,sinclairi,5,SL,,0,NS,0
6601,Chrysiptera starcki,6601,Pomacentridae,Chrysiptera,starcki,7,SL,,0,NS,0
12451,Chrysiptera taupou,12451,Pomacentridae,Chrysiptera,taupou,8,TL,,0,NS,0
5701,Chrysiptera traceyi,5701,Pomacentridae,Chrysiptera,traceyi,4.5,SL,,0,NS,0
6602,Chrysiptera tricincta,6602,Pomacentridae,Chrysiptera,tricincta,6,TL,,0,NS,0
5702,Chrysiptera unimaculata,5702,Pomacentridae,Chrysiptera,unimaculata,10,TL,,0,NS,0
59464,Dascyllus auripinnis,59464,Pomacentridae,Dascyllus,auripinnis,11.52,SL,,0,NS,0
9254,Dascyllus strasburgi,9254,Pomacentridae,Dascyllus,strasburgi,9,SL,,0,NS,0
6553,Dischistodus chrysopoecilus,6553,Pomacentridae,Dischistodus,chrysopoecilus,15,TL,,0,NS,0
25219,Dischistodus darwiniensis,25219,Pomacentridae,Dischistodus,darwiniensis,10.3,SL,,0,NS,0
9982,Dischistodus fasciatus,9982,Pomacentridae,Dischistodus,fasciatus,11.5,SL,,0,NS,0
5703,Dischistodus melanotus,5703,Pomacentridae,Dischistodus,melanotus,16,TL,,0,NS,0
5704,Dischistodus perspicillatus,5704,Pomacentridae,Dischistodus,perspicillatus,18,TL,,0,NS,0
6608,Dischistodus prosopotaenia,6608,Pomacentridae,Dischistodus,prosopotaenia,17,TL,,0,NS,0
3648,Hypsypops rubicundus,3648,Pomacentridae,Hypsypops,rubicundus,30,SL,,0,NS,0
5683,Lepidozygus tapeinosoma,5683,Pomacentridae,Lepidozygus,tapeinosoma,10,TL,,0,NS,0
12453,Microspathodon bairdii,12453,Pomacentridae,Microspathodon,bairdii,25,SL,,0,NS,0
12455,Microspathodon dorsalis,12455,Pomacentridae,Microspathodon,dorsalis,31,SL,,0,NS,0
12456,Microspathodon frontatus,12456,Pomacentridae,Microspathodon,frontatus,17,SL,,0,NS,0
10229,Neoglyphidodon bonang,10229,Pomacentridae,Neoglyphidodon,bonang,13,TL,,0,NS,0
10230,Neoglyphidodon carlsoni,10230,Pomacentridae,Neoglyphidodon,carlsoni,10,SL,,0,NS,0
12457,Neoglyphidodon crossi,12457,Pomacentridae,Neoglyphidodon,crossi,10,SL,,0,NS,0
5708,Neoglyphidodon nigroris,5708,Pomacentridae,Neoglyphidodon,nigroris,13,TL,,0,NS,0
11988,Neoglyphidodon oxyodon,11988,Pomacentridae,Neoglyphidodon,oxyodon,15,TL,,0,NS,0
10235,Neoglyphidodon polyacanthus,10235,Pomacentridae,Neoglyphidodon,polyacanthus,12,SL,,0,NS,0
61080,Neopomacentrus aquadulcis,61080,Pomacentridae,Neopomacentrus,aquadulcis,,,,0,NS,0
12458,Neopomacentrus bankieri,12458,Pomacentridae,Neopomacentrus,bankieri,8,TL,,0,NS,0
8209,Neopomacentrus cyanomos,8209,Pomacentridae,Neopomacentrus,cyanomos,10,TL,,0,NS,0
12459,Neopomacentrus filamentosus,12459,Pomacentridae,Neopomacentrus,filamentosus,11,TL,,0,NS,0
12460,Neopomacentrus fuliginosus,12460,Pomacentridae,Neopomacentrus,fuliginosus,11,TL,,0,NS,0
12461,Neopomacentrus miryae,12461,Pomacentridae,Neopomacentrus,miryae,11,TL,,0,NS,0
12463,Neopomacentrus sindensis,12463,Pomacentridae,Neopomacentrus,sindensis,10,TL,,0,NS,0
62948,Neopomacentrus sororius,62948,Pomacentridae,Neopomacentrus,sororius,6.44,SL,,0,NS,0
5706,Neopomacentrus violascens,5706,Pomacentridae,Neopomacentrus,violascens,7.5,TL,,0,NS,0
12464,Neopomacentrus xanthurus,12464,Pomacentridae,Neopomacentrus,xanthurus,6,TL,,0,NS,0
12466,Nexilosus latifrons,12466,Pomacentridae,Nexilosus,latifrons,30,SL,,0,NS,0
12465,Parma alboscapularis,12465,Pomacentridae,Parma,alboscapularis,22,SL,,0,NS,0
12467,Parma bicolor,12467,Pomacentridae,Parma,bicolor,14,SL,,0,NS,0
12468,Parma kermadecensis,12468,Pomacentridae,Parma,kermadecensis,22,SL,,0,NS,0
12469,Parma mccullochi,12469,Pomacentridae,Parma,mccullochi,20,SL,,0,NS,0
12470,Parma microlepis,12470,Pomacentridae,Parma,microlepis,14,SL,,0,NS,0
12471,Parma occidentalis,12471,Pomacentridae,Parma,occidentalis,13,SL,,0,NS,0
10239,Parma oligolepis,10239,Pomacentridae,Parma,oligolepis,16.5,SL,,0,NS,0
6619,Parma polylepis,6619,Pomacentridae,Parma,polylepis,21,TL,,0,NS,0
12474,Parma victoriae,12474,Pomacentridae,Parma,victoriae,20,SL,,0,NS,0
5710,Plectroglyphidodon imparipennis,5710,Pomacentridae,Plectroglyphidodon,imparipennis,6,TL,,0,NS,0
5712,Plectroglyphidodon lacrymatus,5712,Pomacentridae,Plectroglyphidodon,lacrymatus,10,TL,,0,NS,0
5713,Plectroglyphidodon leucozonus,5713,Pomacentridae,Plectroglyphidodon,leucozonus,12,TL,,0,NS,0
12475,Plectroglyphidodon randalli,12475,Pomacentridae,Plectroglyphidodon,randalli,9,TL,,0,NS,0
55481,Plectroglyphidodon sagmarius,55481,Pomacentridae,Plectroglyphidodon,sagmarius,4.55,SL,,0,NS,0
7815,Plectroglyphidodon sindonis,7815,Pomacentridae,Plectroglyphidodon,sindonis,10,SL,,0,NS,0
12476,Pomacentrus adelus,12476,Pomacentridae,Pomacentrus,adelus,8.5,TL,,0,NS,0
12477,Pomacentrus agassizii,12477,Pomacentridae,Pomacentrus,agassizii,11,TL,,0,NS,0
12478,Pomacentrus albicaudatus,12478,Pomacentridae,Pomacentrus,albicaudatus,6,TL,,0,NS,0
10247,Pomacentrus albimaculus,10247,Pomacentridae,Pomacentrus,albimaculus,7,SL,,0,NS,0
12479,Pomacentrus alleni,12479,Pomacentridae,Pomacentrus,alleni,6,TL,,0,NS,0
12480,Pomacentrus aquilus,12480,Pomacentridae,Pomacentrus,aquilus,12,TL,,0,NS,0
12481,Pomacentrus arabicus,12481,Pomacentridae,Pomacentrus,arabicus,11,SL,,0,NS,0
25210,Pomacentrus armillatus,25210,Pomacentridae,Pomacentrus,armillatus,7.5,TL,,0,NS,0
61073,Pomacentrus atriaxillaris,61073,Pomacentridae,Pomacentrus,atriaxillaris,,,,0,NS,0
12483,Pomacentrus auriventris,12483,Pomacentridae,Pomacentrus,auriventris,5.5,SL,,0,NS,0
10252,Pomacentrus australis,10252,Pomacentridae,Pomacentrus,australis,8,TL,,0,NS,0
12484,Pomacentrus azuremaculatus,12484,Pomacentridae,Pomacentrus,azuremaculatus,12,TL,,0,NS,0
12485,Pomacentrus baenschi,12485,Pomacentridae,Pomacentrus,baenschi,10,TL,,0,NS,0
5717,Pomacentrus bankanensis,5717,Pomacentridae,Pomacentrus,bankanensis,9,TL,,0,NS,0
61083,Pomacentrus bintanensis,61083,Pomacentridae,Pomacentrus,bintanensis,7.88,SL,,0,NS,0
62170,Pomacentrus bipunctatus,62170,Pomacentridae,Pomacentrus,bipunctatus,5.53,SL,,0,NS,0
5718,Pomacentrus brachialis,5718,Pomacentridae,Pomacentrus,brachialis,8,SL,,0,NS,0
5719,Pomacentrus burroughi,5719,Pomacentridae,Pomacentrus,burroughi,8.5,TL,,0,NS,0
61079,Pomacentrus caeruleopunctatus,61079,Pomacentridae,Pomacentrus,caeruleopunctatus,8,,,0,NS,0
12486,Pomacentrus caeruleus,12486,Pomacentridae,Pomacentrus,caeruleus,10,TL,,0,NS,0
61074,Pomacentrus callainus,61074,Pomacentridae,Pomacentrus,callainus,,,,0,NS,0
M-1670a-G,Pomacentrus cheraphilus,,Pomacentridae,Pomacentrus,cheraphilus,6.1,,,0,NS,0
5721,Pomacentrus chrysurus,5721,Pomacentridae,Pomacentrus,chrysurus,9,TL,,0,NS,0
5720,Pomacentrus coelestis,5720,Pomacentridae,Pomacentrus,coelestis,9,TL,,0,NS,0
5722,Pomacentrus emarginatus,5722,Pomacentridae,Pomacentrus,emarginatus,10,TL,,0,NS,0
10282,Pomachromis fuscidorsalis,10282,Pomacentridae,Pomacentrus,fuscidorsalis,6,SL,,0,NS,0
25216,Pomacentrus geminospilus,25216,Pomacentridae,Pomacentrus,geminospilus,8,TL,,0,NS,0
12490,Pomacentrus indicus,12490,Pomacentridae,Pomacentrus,indicus,11,TL,,0,NS,0
12491,Pomacentrus javanicus,12491,Pomacentridae,Pomacentrus,javanicus,8,TL,,0,NS,0
61082,Pomacentrus komodoensis,61082,Pomacentridae,Pomacentrus,komodoensis,7.9,SL,,0,NS,0
61081,Pomacentrus limosus,61081,Pomacentridae,Pomacentrus,limosus,4.57,SL,,0,NS,0
12493,Pomacentrus littoralis,12493,Pomacentridae,Pomacentrus,littoralis,11,TL,,0,NS,0
12496,Pomacentrus milleri,12496,Pomacentridae,Pomacentrus,milleri,7.5,SL,,0,NS,0
5725,Pomacentrus nigromanus,5725,Pomacentridae,Pomacentrus,nigromanus,9,TL,,0,NS,0
12497,Pomacentrus pikei,12497,Pomacentridae,Pomacentrus,pikei,11,TL,,0,NS,0
12498,Pomacentrus polyspinus,12498,Pomacentridae,Pomacentrus,polyspinus,7,SL,,0,NS,0
12499,Pomacentrus proteus,12499,Pomacentridae,Pomacentrus,proteus,10,TL,,0,NS,0
5728,Pomacentrus reidi,5728,Pomacentridae,Pomacentrus,reidi,9,TL,,0,NS,0
54182,Pomacentrus saksonoi,54182,Pomacentridae,Pomacentrus,saksonoi,9.5,TL,,0,NS,0
61075,Pomacentrus spilotoceps,61075,Pomacentridae,Pomacentrus,spilotoceps,,,,0,NS,0
10280,Pomacentrus taeniometopon,10280,Pomacentridae,Pomacentrus,taeniometopon,12,TL,,0,NS,0
8277,Pomacentrus tripunctatus,8277,Pomacentridae,Pomacentrus,tripunctatus,7.5,SL,,0,NS,0
10281,Pomacentrus wardi,10281,Pomacentridae,Pomacentrus,wardi,8,SL,,0,NS,0
12506,Pomacentrus xanthosternus,12506,Pomacentridae,Pomacentrus,xanthosternus,10,TL,,0,NS,0
62173,Pomacentrus yoshii,62173,Pomacentridae,Pomacentrus,yoshii,6,SL,,0,NS,0
5731,Pomachromis exilis,5731,Pomacentridae,Pomachromis,exilis,5,SL,,0,NS,0
5732,Pomachromis guamensis,5732,Pomacentridae,Pomachromis,guamensis,4.5,SL,,0,NS,0
6923,Pomachromis richardsoni,6923,Pomacentridae,Pomachromis,richardsoni,6,SL,,0,NS,0
6632,Premnas biaculeatus,6632,Pomacentridae,Premnas,biaculeatus,17,TL,,0,NS,0
12507,Pristotis cyanostigma,12507,Pomacentridae,Pristotis,cyanostigma,11,TL,,0,NS,0
8127,Pristotis obtusirostris,8127,Pomacentridae,Pristotis,obtusirostris,14,TL,,0,NS,0
12508,Similiparma hermani,12508,Pomacentridae,Similiparma,hermani,16,SL,,0,NS,0
12509,Stegastes acapulcoensis,12509,Pomacentridae,Stegastes,acapulcoensis,17,TL,,0,NS,0
12416,Stegastes adustus,12416,Pomacentridae,Stegastes,adustus,15,TL,,0,NS,0
4340,Stegastes albifasciatus,4340,Pomacentridae,Stegastes,albifasciatus,13,TL,,0,NS,0
4343,Stegastes altus,4343,Pomacentridae,Stegastes,altus,15,TL,,0,NS,0
4344,Stegastes apicalis,4344,Pomacentridae,Stegastes,apicalis,15,TL,,0,NS,0
12510,Stegastes arcifrons,12510,Pomacentridae,Stegastes,arcifrons,13,SL,,0,NS,0
4345,Stegastes aureus,4345,Pomacentridae,Stegastes,aureus,11,TL,,0,NS,0
12511,Stegastes baldwini,12511,Pomacentridae,Stegastes,baldwini,9,SL,,0,NS,0
14285,Stegastes beebei,14285,Pomacentridae,Stegastes,beebei,15,SL,,0,NS,0
3649,Stegastes diencaeus,3649,Pomacentridae,Stegastes,diencaeus,12.5,TL,,0,NS,0
4346,Stegastes emeryi,4346,Pomacentridae,Stegastes,emeryi,10,TL,,0,NS,0
4347,Stegastes fasciolatus,4347,Pomacentridae,Stegastes,fasciolatus,15,TL,,0,NS,0
12512,Stegastes flavilatus,12512,Pomacentridae,Stegastes,flavilatus,10,SL,,0,NS,0
3650,Stegastes fuscus,3650,Pomacentridae,Stegastes,fuscus,12,TL,,0,NS,0
4348,Stegastes gascoynei,4348,Pomacentridae,Stegastes,gascoynei,15,TL,,0,NS,0
